,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Garage,Basement,Year Remod/Add_bis,Renovated before sale,Lot Area**0.5,Lot Area**2,Lot Area**3,Garage Area**0.5,Garage Area**2,Garage Area**3,Year Remod/Add**0.5,Year Remod/Add**2,Year Remod/Add**3
1538,1565,914465060,20,RL,68.0,13265,No,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1Story,8,1.791759469228055,2.995732273553991,2002,Hip,CemntBd,CmentBd,BrkFace,5.003946305945459,4,3,PConc,4,0.6931471805599453,GLQ,7.105786129481271,Unf,5.860786223465865,1568.0,5,Y,SBrkr,7.432483807917119,0.0,0,7.432483807917119,0.6931471805599453,2,0.0,1.3862943611198906,4,2.0794415416798357,Typ,1.0986122886681098,Attchd,2.995732273553991,RFn,3.0,857.0,Y,5.017279836814924,4.0943445622221,0.0,0,No,0,7,2008,WD ,Normal,12.509877789891931,Yes,Yes,0.0,No,115.17378173872733,175960225,2334112384625,29.274562336608895,734449.0,629422793.0,44.74371464239419,4008004,8024024008
1539,912,909250220,50,RL,65.0,7804,No,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,4,1.3862943611198906,4.543294782270004,1950,Gable,WdShing,Plywood,None,0.0,3,3,BrkTil,3,0.6931471805599453,BLQ,6.434546518787453,Unf,6.2166061010848646,1122.0,3,Y,SBrkr,7.192182058713246,6.483107351457199,0,7.591861714889934,0.6931471805599453,2,0.0,1.6094379124341003,4,2.0794415416798357,Min2,1.0986122886681098,Detchd,3.713572066704308,Unf,2.0,576.0,Y,6.068425588244111,3.8066624897703196,0.0,0,Yes,0,12,2009,WD ,Normal,11.813037464800539,Yes,Yes,3.1354942159291497,No,88.34025130143111,60902416,475282454464,24.0,331776.0,191102976.0,44.15880433163923,3802500,7414875000
1540,2272,916475020,20,RL,85.0,14536,No,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,8,1.791759469228055,2.995732273553991,2003,Hip,VinylSd,VinylSd,BrkFace,5.4680601411351315,4,3,PConc,4,1.3862943611198906,GLQ,7.170888478512505,Unf,5.75890177387728,1616.0,5,Y,SBrkr,7.396335293800808,0.0,0,7.396335293800808,0.6931471805599453,2,0.0,1.3862943611198906,4,2.302585092994046,Typ,0.6931471805599453,Attchd,2.995732273553991,Fin,3.0,808.0,Y,0.0,5.53338948872752,0.0,0,No,0,11,2007,WD ,Normal,12.506180941677357,Yes,Yes,0.6931471805599453,No,120.56533498481228,211295296,3071388422656,28.42534080710379,652864.0,527514112.0,44.75488800120049,4012009,8036054027
1541,1431,906476030,60,RL,79.0,12798,No,IR1,HLS,Inside,Mod,ClearCr,Feedr,1Fam,2Story,6,1.791759469228055,3.2188758248682006,1997,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,1.6094379124341003,GLQ,6.137727054086234,Unf,5.043425116919247,616.0,4,Y,SBrkr,6.424869023905388,6.9782137426306985,0,7.4318919168078,0.6931471805599453,2,0.6931471805599453,1.6094379124341003,4,2.1972245773362196,Typ,0.0,Attchd,3.2188758248682006,RFn,2.0,603.0,Y,6.0014148779611505,4.74493212836325,5.225746673713202,0,No,400,5,2008,WD ,Normal,12.206077645517674,Yes,Yes,0.0,No,113.12824580978881,163788804,2096169113592,24.55605831561735,363609.0,219256227.0,44.68780594300866,3988009,7964053973
1542,698,902105060,70,RM,90.0,9900,No,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,2.1972245773362196,4.718498871295094,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,0.6931471805599453,Unf,0.0,Unf,6.22455842927536,504.0,5,Y,SBrkr,6.639875833826536,6.55250788703459,0,7.289610521451167,0.0,2,0.0,1.3862943611198906,3,2.0794415416798357,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,N,0.0,0.0,5.176149732573829,0,No,0,3,2009,WD ,Normal,11.767575435251748,No,Yes,4.532599493153256,No,99.498743710662,98010000,970299000000,0.0,0.0,0.0,44.74371464239419,4008004,8024024008
1543,339,924100050,50,RL,68.0,10544,No,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,1.5Fin,5,1.791759469228055,3.970291913552122,1969,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,1.3862943611198906,BLQ,6.1675164908883415,Unf,5.963579343618446,864.0,3,Y,SBrkr,6.762729506931879,6.423246963533519,0,7.299797366758161,0.0,2,0.0,1.791759469228055,3,2.1972245773362196,Typ,0.0,Attchd,3.970291913552122,Fin,1.0,275.0,Y,5.662960480135946,0.0,5.638354669333745,0,No,0,4,2010,WD ,Normal,11.989165855127435,Yes,Yes,0.0,No,102.68398122394748,111175936,1172239069184,16.583123951777,75625.0,20796875.0,44.37341546466758,3876961,7633736209
1545,1020,527302070,20,RL,68.0,10825,No,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,2.0794415416798357,3.6635616461296463,1983,Gable,WdShing,Plywood,BrkFace,5.1647859739235145,4,3,CBlock,4,1.0986122886681098,GLQ,6.617402977974478,Unf,6.2422232654551655,1260.0,3,Y,SBrkr,7.13966033596492,0.0,0,7.13966033596492,0.6931471805599453,2,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,3.6635616461296463,Unf,2.0,598.0,Y,5.030437921392435,0.0,0.0,0,No,0,7,2008,WD ,Normal,12.111217862017215,Yes,Yes,0.0,No,104.04326023342406,117180625,1268480265625,24.454038521274967,357604.0,213847192.0,44.53088815642464,3932289,7797729087
1546,364,527166010,60,RL,68.0,10762,No,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,7,1.791759469228055,3.1354942159291497,1999,Gable,VinylSd,VinylSd,None,5.84354441703136,4,3,PConc,4,0.6931471805599453,GLQ,6.543911845564792,Unf,5.652489180268651,978.0,5,Y,SBrkr,6.913737350659685,6.88653164253051,0,7.592870287844818,0.0,2,0.6931471805599453,1.3862943611198906,4,2.302585092994046,Typ,0.6931471805599453,Attchd,3.1354942159291497,Fin,2.0,490.0,Y,0.0,0.0,0.0,0,No,0,5,2009,WD ,Normal,12.323860125621126,Yes,Yes,0.0,No,103.74005976477939,115820644,1246461770728,22.135943621178654,240100.0,117649000.0,44.710177812216315,3996001,7988005999
1547,865,907252210,20,RL,68.0,11838,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,1.791759469228055,3.044522437723423,2001,Hip,VinylSd,VinylSd,None,0.0,4,3,PConc,4,1.3862943611198906,Unf,0.0,Unf,7.469654172932128,1753.0,5,Y,SBrkr,7.489412083508719,0.0,0,7.489412083508719,0.0,2,0.0,1.3862943611198906,5,2.0794415416798357,Typ,0.6931471805599453,Attchd,3.044522437723423,RFn,2.0,522.0,Y,5.313205979041787,5.0238805208462765,0.0,0,No,0,6,2009,WD ,Normal,12.373707715234994,Yes,Yes,0.0,No,108.80257349897566,140138244,1658956532472,22.847319317591726,272484.0,142236648.0,44.73253849269008,4004001,8012006001
1548,1843,533213130,160,FV,24.0,2280,Yes,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,6,1.791759469228055,3.1354942159291497,1999,Gable,MetalSd,MetalSd,BrkFace,5.8377304471659395,3,3,PConc,4,0.6931471805599453,GLQ,6.338594078203183,Unf,5.19295685089021,744.0,4,Y,SBrkr,6.630683385642372,6.61338421837956,0,7.31455283232408,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,3,1.9459101490553132,Typ,0.6931471805599453,Detchd,3.1354942159291497,Unf,2.0,440.0,Y,0.0,0.0,0.0,0,No,0,9,2007,WD ,Normal,12.081081821061819,Yes,Yes,0.0,No,47.74934554525329,5198400,11852352000,20.97617696340303,193600.0,85184000.0,44.710177812216315,3996001,7988005999
1549,2735,905426100,20,RL,78.0,7800,No,Reg,Bnk,Inside,Mod,Edwards,Norm,1Fam,2Story,5,2.1972245773362196,4.30406509320417,2002,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,0.6931471805599453,GLQ,6.403574197934815,Unf,5.683579767338681,896.0,5,Y,SBrkr,7.014814351275545,6.799055862058796,0,7.605392364814935,0.6931471805599453,3,0.0,1.3862943611198906,5,2.1972245773362196,Typ,0.0,Attchd,4.30406509320417,Unf,1.0,230.0,Y,4.6443908991413725,0.0,0.0,0,No,0,8,2006,WD ,Normal,12.323860125621126,Yes,Yes,4.007333185232471,No,88.31760866327846,60840000,474552000000,15.165750888103101,52900.0,12167000.0,44.74371464239419,4008004,8024024008
1550,1345,903232090,50,RM,52.0,6240,No,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,2.0794415416798357,4.5217885770490405,1992,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,3,0.6931471805599453,Unf,0.0,Unf,6.983789965258135,1078.0,3,Y,SBrkr,7.029087564149662,6.100318952020064,0,7.3613754289773485,0.0,2,0.0,1.3862943611198906,3,2.1972245773362196,Typ,0.6931471805599453,Detchd,4.5217885770490405,Unf,2.0,360.0,P,0.0,0.0,0.0,0,No,0,6,2008,WD ,Normal,12.000897933306716,Yes,Yes,4.143134726391533,No,78.99367063252599,38937600,242970624000,18.973665961010276,129600.0,46656000.0,44.63182720884279,3968064,7904383488
1551,1361,903453050,70,RM,60.0,10266,No,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,6,1.9459101490553132,4.248495242049359,1952,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,0.6931471805599453,Rec,5.921578419643816,Unf,5.983936280687191,768.0,3,Y,FuseA,6.645090969505644,6.645090969505644,0,7.337587743538596,0.0,1,0.6931471805599453,1.6094379124341003,3,2.0794415416798357,Typ,0.0,Detchd,4.248495242049359,Unf,1.0,308.0,Y,0.0,5.37989735354046,4.394449154672439,0,No,0,5,2008,COD,Abnorml,11.820417517632333,Yes,Yes,0.0,No,101.32127121192272,105390756,1081941501096,17.549928774784245,94864.0,29218112.0,44.181444068749045,3810304,7437713408
1552,2485,531479030,20,RH,60.0,7800,No,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1Story,5,1.791759469228055,4.04305126783455,1965,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,0.6931471805599453,BLQ,6.464588303689961,Unf,5.236441962829949,828.0,4,Y,SBrkr,6.873163834212518,0.0,0,6.873163834212518,0.6931471805599453,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Detchd,3.7612001156935624,Unf,1.0,300.0,Y,6.045005314036012,0.0,0.0,0,Yes,0,7,2006,WD ,Abnorml,11.694421681264394,Yes,Yes,0.0,No,88.31760866327846,60840000,474552000000,17.320508075688775,90000.0,27000000.0,44.328320518603,3861225,7587307125
1553,2414,528218130,60,RL,58.0,17104,No,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,1.791759469228055,2.772588722239781,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,1.3862943611198906,GLQ,6.318968113746434,Unf,4.61512051684126,654.0,5,Y,SBrkr,6.499787040655854,6.725033642166843,0,7.311218384419629,0.6931471805599453,2,0.6931471805599453,1.3862943611198906,4,2.0794415416798357,Typ,0.6931471805599453,Attchd,2.772588722239781,RFn,2.0,426.0,Y,4.61512051684126,3.2188758248682006,0.0,0,No,0,9,2006,New,Partial,12.098854850641,Yes,Yes,0.0,Yes,130.78226179417453,292546816,5003720740864,20.639767440550294,181476.0,77308776.0,44.78839135311738,4024036,8072216216
1554,2873,910200020,30,RM,50.0,7288,No,Reg,Lvl,Inside,Gtl,IDOTRR,Artery,1Fam,1Story,5,1.9459101490553132,4.382026634673881,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,1.0986122886681098,Rec,5.723585101952381,Unf,6.51025834052315,976.0,3,N,SBrkr,6.884486652042782,0.0,0,6.884486652042782,0.6931471805599453,1,0.0,1.0986122886681098,3,1.791759469228055,Typ,0.0,Detchd,4.382026634673881,Unf,1.0,215.0,N,5.081404364984463,0.0,0.0,0,No,0,8,2006,WD ,AdjLand,11.532737896139919,Yes,Yes,2.1972245773362196,No,85.36978388165218,53114944,387101711872,14.66287829861518,46225.0,9938375.0,44.15880433163923,3802500,7414875000
1556,1035,527402060,20,RL,65.0,9750,No,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,6,2.1972245773362196,3.970291913552122,1969,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,0.6931471805599453,ALQ,6.401917196727186,LwQ,2.70805020110221,1054.0,4,Y,SBrkr,6.961296045910167,0.0,0,6.961296045910167,0.6931471805599453,1,0.6931471805599453,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,3.970291913552122,Unf,2.0,460.0,Y,5.198497031265826,0.0,0.0,0,No,0,7,2008,WD ,Normal,11.92504173829169,Yes,Yes,0.0,No,98.74208829065749,95062500,926859375000,21.447610589527216,211600.0,97336000.0,44.37341546466758,3876961,7633736209
1557,84,532351140,90,RM,68.0,8930,No,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Duplex,1.5Fin,6,1.791759469228055,3.784189633918261,1978,Gable,VinylSd,VinylSd,None,0.0,3,3,Slab,3,0.6931471805599453,GLQ,0.0,Unf,0.0,0.0,3,Y,SBrkr,7.1846291527173145,6.371611847231857,0,7.551186867296149,0.0,2,0.0,1.6094379124341003,3,2.1972245773362196,Typ,0.0,Attchd,3.784189633918261,Unf,2.0,539.0,Y,0.0,0.0,0.0,0,No,0,4,2010,WD ,Normal,11.626263078808801,Yes,No,0.0,No,94.4986772394196,79744900,712121957000,23.2163735324878,290521.0,156590819.0,44.474711915874174,3912484,7738893352
1559,663,535383060,30,RL,90.0,5400,No,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,2,1.791759469228055,4.406719247264253,1950,Gable,Stucco,Stucco,None,0.0,2,3,PConc,2,0.6931471805599453,Unf,0.0,Unf,6.0330862217988015,416.0,4,N,FuseA,6.396929655216146,0.0,0,6.396929655216146,0.6931471805599453,1,0.0,1.0986122886681098,4,1.6094379124341003,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,N,0.0,4.406719247264253,0.0,0,No,0,6,2009,WD ,Normal,10.985309671896763,No,Yes,2.3978952727983707,No,73.48469228349535,29160000,157464000000,0.0,0.0,0.0,44.15880433163923,3802500,7414875000
1560,1440,907187080,20,RL,93.0,9382,No,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,3.1354942159291497,2000,Gable,VinylSd,VinylSd,BrkFace,4.836281906951478,4,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,7.292337176173877,1468.0,5,Y,SBrkr,7.299797366758161,0.0,0,7.299797366758161,0.0,2,0.0,1.3862943611198906,4,1.9459101490553132,Typ,0.0,Attchd,3.1354942159291497,RFn,2.0,577.0,Y,4.795790545596741,3.258096538021482,0.0,0,No,0,7,2008,WD ,Normal,12.160033942617156,Yes,Yes,0.6931471805599453,No,96.8607247546703,88021924,825821690968,24.020824298928627,332929.0,192100033.0,44.721359549995796,4000000,8000000000
1561,2855,909254070,70,RL,54.0,7588,No,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,1.9459101490553132,4.624972813284271,1950,Gable,Stucco,Stucco,None,0.0,3,3,BrkTil,2,0.6931471805599453,LwQ,5.8664680569332965,Unf,6.091309882077698,793.0,4,Y,SBrkr,6.804614520062624,6.804614520062624,0,7.497207223203318,0.0,1,0.6931471805599453,1.6094379124341003,3,2.302585092994046,Typ,0.6931471805599453,Detchd,4.624972813284271,Unf,1.0,216.0,Y,0.0,0.0,3.713572066704308,0,No,0,7,2006,WD ,Normal,12.206577518060588,Yes,Yes,3.4339872044851463,No,87.10912696153027,57577744,436899921472,14.696938456699069,46656.0,10077696.0,44.15880433163923,3802500,7414875000
1562,920,909275080,50,RL,60.0,13680,No,Reg,HLS,Inside,Mod,Crawfor,Norm,1Fam,1.5Fin,5,1.9459101490553132,4.406719247264253,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,0.6931471805599453,ALQ,6.591673732008658,Unf,4.727387818712341,840.0,5,Y,SBrkr,6.734591659972948,6.590301048196686,0,7.357556200910353,0.6931471805599453,1,0.6931471805599453,1.0986122886681098,3,1.9459101490553132,Min2,1.0986122886681098,Detchd,4.110873864173311,Unf,2.0,440.0,Y,0.0,3.091042453358316,5.017279836814924,0,Yes,0,2,2009,WD ,Normal,12.230770136157428,Yes,Yes,2.3978952727983707,No,116.96153213770756,187142400,2560108032000,20.97617696340303,193600.0,85184000.0,44.15880433163923,3802500,7414875000
1563,1441,907192130,20,RL,88.0,12803,No,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,2.995732273553991,2002,Gable,VinylSd,VinylSd,BrkFace,4.605170185988092,4,3,PConc,4,1.0986122886681098,GLQ,6.827629234502852,Unf,6.35088571671474,1494.0,5,Y,SBrkr,7.3098814858247865,0.0,0,7.3098814858247865,0.6931471805599453,2,0.0,1.3862943611198906,4,1.9459101490553132,Typ,0.6931471805599453,Attchd,2.995732273553991,RFn,2.0,530.0,Y,5.262690188904886,3.6109179126442243,0.0,0,No,0,9,2008,WD ,Normal,12.30592250537653,Yes,Yes,0.0,No,113.15034246523517,163916809,2098626905627,23.021728866442675,280900.0,148877000.0,44.74371464239419,4008004,8024024008
1564,2366,527450080,160,RM,24.0,2160,No,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,1.9459101490553132,3.8918202981106265,1973,Gable,HdBoard,HdBoard,BrkFace,5.303304908059076,3,3,CBlock,3,0.6931471805599453,LwQ,5.998936561946683,Unf,5.8971538676367405,765.0,4,Y,SBrkr,6.641182169740591,6.398594934535208,0,7.2196420401307355,0.0,1,0.6931471805599453,1.3862943611198906,4,2.0794415416798357,Min1,0.6931471805599453,Attchd,3.8918202981106265,Unf,2.0,440.0,Y,0.0,3.6109179126442243,0.0,0,No,0,6,2006,WD ,Normal,11.74006900564972,Yes,Yes,0.0,No,46.475800154489,4665600,10077696000,20.97617696340303,193600.0,85184000.0,44.41846462902562,3892729,7680354317
1565,2237,910201180,70,RM,50.0,9060,No,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,5,1.9459101490553132,4.59511985013459,1999,Gable,Wd Sdng,Plywood,None,0.0,3,3,BrkTil,4,0.6931471805599453,ALQ,6.3080984415095305,Unf,5.7430031878094825,859.0,5,Y,SBrkr,6.849066282633458,6.787844982309579,0,7.511524648390866,0.0,2,0.0,1.3862943611198906,4,1.9459101490553132,Typ,0.0,Detchd,3.784189633918261,Unf,2.0,478.0,Y,5.1647859739235145,0.0,5.3612921657094255,0,Yes,0,3,2007,WD ,Alloca,11.924438911612596,Yes,Yes,4.343805421853684,No,95.18403227432636,82083600,743677416000,21.863211109075447,228484.0,109215352.0,44.710177812216315,3996001,7988005999
1566,2083,905476160,90,RL,42.0,7711,No,IR1,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,4,1.3862943611198906,3.8066624897703196,1977,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,4,1.6094379124341003,GLQ,7.273092595999522,Unf,0.0,1440.0,3,Y,SBrkr,7.273092595999522,0.0,0,7.273092595999522,1.0986122886681098,2,0.0,1.6094379124341003,3,2.1972245773362196,Typ,0.0,Attchd,3.784189633918261,Unf,0.0,0.0,N,5.7745515455444085,0.0,0.0,0,No,0,8,2007,Oth,Abnorml,11.918397239722838,No,Yes,0.0,No,87.8122998218359,59459521,458492366431,0.0,0.0,0.0,44.46346815083142,3908529,7727161833
1567,809,906226080,90,RL,64.0,7018,No,Reg,Bnk,Inside,Gtl,SawyerW,Feedr,Duplex,SFoyer,5,1.791759469228055,3.7612001156935624,1979,Gable,Plywood,Plywood,Stone,5.62040086571715,3,3,CBlock,4,1.3862943611198906,GLQ,6.99117688712121,Unf,0.0,1086.0,3,Y,SBrkr,7.110696122978827,0.0,0,7.110696122978827,1.0986122886681098,0,1.0986122886681098,1.0986122886681098,3,1.9459101490553132,Typ,1.0986122886681098,Detchd,3.7612001156935624,Unf,2.0,528.0,Y,4.795790545596741,0.0,0.0,0,No,0,6,2009,WD ,Alloca,11.940399914116648,Yes,Yes,0.0,No,83.773504164503,49252324,345652809832,22.978250586152114,278784.0,147197952.0,44.48595283907045,3916441,7750636739
1568,1511,908275280,50,RL,59.0,16466,No,IR1,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,2.0794415416798357,4.204692619390966,1955,Gable,MetalSd,MetalSd,None,0.0,3,4,PConc,3,0.6931471805599453,Unf,0.0,Unf,6.705639094860003,816.0,3,Y,SBrkr,6.771935555839602,6.257667587882639,0,7.2399325913204695,0.0,1,0.6931471805599453,1.3862943611198906,3,2.1972245773362196,Typ,0.0,Attchd,4.204692619390966,Unf,1.0,300.0,Y,4.804021044733257,0.0,0.0,0,No,0,4,2008,WD ,Normal,11.816734299348461,Yes,Yes,0.0,No,128.3199127181748,271129156,4464412682696,17.320508075688775,90000.0,27000000.0,44.21538193886829,3822025,7472058875
1569,657,535376060,60,RL,60.0,10800,No,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,5,2.0794415416798357,4.418840607796598,2006,Gable,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,0.6931471805599453,Unf,0.0,Unf,6.517671272912275,676.0,5,Y,SBrkr,6.517671272912275,6.517671272912275,0,7.210079628170788,0.0,2,0.0,1.6094379124341003,4,2.0794415416798357,Typ,0.0,Detchd,4.418840607796598,Unf,2.0,720.0,Y,5.236441962829949,0.0,4.859812404361672,0,No,0,8,2009,WD ,Normal,11.91170829631447,Yes,Yes,4.219507705176107,No,103.92304845413264,116640000,1259712000000,26.832815729997478,518400.0,373248000.0,44.78839135311738,4024036,8072216216
1570,1922,535155110,20,RL,80.0,9250,No,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,2.0794415416798357,4.219507705176107,2005,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,0.6931471805599453,BLQ,6.175867270105761,LwQ,4.6913478822291435,1056.0,3,Y,SBrkr,6.963189985870238,0.0,0,6.963189985870238,0.0,1,0.0,1.3862943611198906,3,1.9459101490553132,Typ,0.0,Attchd,4.219507705176107,Unf,1.0,260.0,Y,5.968707559985366,0.0,0.0,0,No,0,7,2007,WD ,Normal,11.845109950883979,Yes,Yes,3.9512437185814275,No,96.17692030835673,85562500,791453125000,16.1245154965971,67600.0,17576000.0,44.77722635447622,4020025,8060150125
1572,2771,907130110,60,RL,65.0,12438,No,IR1,Lvl,Inside,Gtl,CollgCr,PosN,1Fam,2Story,6,1.791759469228055,3.295836866004329,1995,Gable,VinylSd,VinylSd,BrkFace,4.23410650459726,4,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,6.661854740545311,781.0,5,Y,SBrkr,6.679599185844383,6.558197802812269,0,7.313220387090301,0.0,2,0.6931471805599453,1.3862943611198906,4,1.9459101490553132,Typ,0.6931471805599453,Attchd,3.295836866004329,RFn,2.0,473.0,Y,6.025865973825314,4.5217885770490405,0.0,0,No,0,8,2006,WD ,Normal,12.138869243416009,Yes,Yes,0.0,No,111.52578177264664,154703844,1924206411672,21.748563170931547,223729.0,105823817.0,44.66542286825459,3980025,7940149875
1573,859,907227030,20,RL,36.0,15523,No,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,1.9459101490553132,3.912023005428146,1972,Gable,HdBoard,Plywood,None,0.0,3,3,CBlock,3,1.3862943611198906,BLQ,6.133398042996649,Unf,6.003887067106539,864.0,5,Y,SBrkr,6.762729506931879,0.0,0,6.762729506931879,0.6931471805599453,1,0.0,1.3862943611198906,3,1.791759469228055,Typ,0.6931471805599453,Attchd,3.912023005428146,Unf,1.0,338.0,Y,0.0,0.0,0.0,0,No,0,8,2009,WD ,Normal,11.80186424743109,Yes,Yes,0.0,No,124.591331961738,240963529,3740476860667,18.384776310850235,114244.0,38614472.0,44.40720662234904,3888784,7668682048
1574,1804,528482010,20,FV,100.0,11824,No,IR1,Lvl,Corner,Gtl,Somerst,Norm,1Fam,1Story,8,1.791759469228055,2.772588722239781,2006,Gable,VinylSd,VinylSd,BrkFace,5.700443573390687,4,3,PConc,4,1.3862943611198906,Unf,0.0,Unf,7.430114138561801,1685.0,5,Y,SBrkr,7.430114138561801,0.0,0,7.430114138561801,0.0,2,0.0,1.0986122886681098,4,1.791759469228055,Typ,0.6931471805599453,Attchd,2.772588722239781,Fin,3.0,658.0,Y,4.727387818712341,4.1588830833596715,0.0,0,No,0,4,2007,WD ,Normal,12.441148720271016,Yes,Yes,0.0,Yes,108.7382177525455,139806976,1653077684224,25.65151067676132,432964.0,284890312.0,44.78839135311738,4024036,8072216216
1575,2111,906392080,20,RL,64.0,7242,No,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,1.791759469228055,2.833213344056216,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,0.6931471805599453,Unf,0.0,Unf,7.147559271189454,1270.0,5,Y,SBrkr,7.147559271189454,0.0,0,7.147559271189454,0.0,2,0.0,1.0986122886681098,4,1.9459101490553132,Typ,0.0,Attchd,2.833213344056216,RFn,2.0,524.0,Y,0.0,4.574710978503383,0.0,0,No,0,7,2007,WD ,Normal,12.077676615757813,Yes,Yes,0.6931471805599453,Yes,85.09994124557313,52446564,379818016488,22.891046284519195,274576.0,143877824.0,44.78839135311738,4024036,8072216216
1576,2386,528116030,20,RL,98.0,16033,No,IR1,Lvl,FR2,Gtl,NridgHt,Norm,1Fam,1Story,9,1.791759469228055,2.8903717578961645,2005,Hip,VinylSd,VinylSd,BrkFace,5.937536205082426,4,3,PConc,5,1.6094379124341003,GLQ,7.140453043101158,Unf,6.35088571671474,1833.0,5,Y,SBrkr,7.523481312573497,0.0,0,7.523481312573497,0.6931471805599453,2,0.0,1.3862943611198906,4,2.1972245773362196,Typ,0.6931471805599453,Attchd,2.8903717578961645,Fin,3.0,772.0,Y,6.253828811575473,4.727387818712341,0.0,0,No,0,3,2006,WD ,Normal,12.694655727828803,Yes,Yes,0.6931471805599453,Yes,126.62148316932637,257057089,4121396307937,27.784887978899608,595984.0,460099648.0,44.77722635447622,4020025,8060150125
